"store_branch_id","lat","lng"
"bcd4dbc5539531ec05afd3a6606e6642","18.29189866","-100.3392951"
"bfe3139dd28f6fbd4975532d24c1a81d","18.26080842","-100.4171133"
"c0834724a130435823cd55b5c35803ce","18.26055745","-100.4132614"
"cb9923a6dd88df09501f12dda7d1b64a","18.2684305","-100.3247982"
"cf0895f1e3beb8164f0a86e6f940ae56","18.16030841","-100.2606727"
"d22e58b6e6969ee211f5a1574bbb4d1c","18.18500307","-100.3522074"
"d237f0de94b6d1fb1404ea54b8d60795","18.15739715","-100.2775577"
"d2eabf65af6475ebcf03fc8e9c9435a2","18.36510793","-100.2856007"
"d3611de0b5969cc8353532bb9a119fa1","18.37799345","-100.3878598"
"d63b1919fe2cf76f494521dfa4389488","18.31327713","-100.360622"
"d775533c5bb0d918e32f944487f5d412","18.27514164","-100.31474"
"decedda6fcc87405942596033c7c89e1","18.20428306","-100.3217375"
"df31bc775fd577864c647b176ad23382","18.2174331","-100.416583"
"e67f4786f2429d047af4f12a9caa6cb1","18.2376411","-100.3273065"
"e9763f24fd46d0b9e52d423207a87c3c","18.27349402","-100.3195854"
"ea19343a1b5262c624347d89cc17aa9e","18.1577528","-100.3539343"
"ee8e90c26a58fb5291065418fb24eee1","18.1780169","-100.2727167"
"ef1f20333cb46e17f75fd18e5c22c5d3","18.31282759","-100.3607308"
"f45fd1f4de72b451f9d99e2a033de337","18.22698422","-100.3056448"
"f47e2da0585a86e70fabca0f6a16201e","18.3488587","-100.2753289"
"f82a21e295c90ae7bf09e1870b66edb8","18.27742084","-100.3561798"
"fca97ea77e0dab3e3111d2fabf5d8b9d","18.23107417","-100.3174647"
"ff26cf3f812af8a02f2cff150b5bb267","18.22448383","-100.4055143"
