order_id,lat,lng,dow,promised_time,actual_time,on_demand,picker_id,driver_id,store_branch_id,total_minutes
84c7d713196ad09c79b81a471fc39992,18.20919728,-100.3149198,2,20:00:00,18:44:06,false,9e3384c8b66d5ad5b68ba1570d4f16fa,9e3384c8b66d5ad5b68ba1570d4f16fa,f45fd1f4de72b451f9d99e2a033de337,63.252896
9ca1a72c17a3465b1b4646b8e39cd410,18.26515243,-100.4347958,2,11:00:00,10:55:09,false,49dfd85cdb6407e1dfea7738f42f6ce1,49dfd85cdb6407e1dfea7738f42f6ce1,7a44728dc60bafc53140a9f5ef7e4e75,174.041294
605db8da3965581ea0bf6d56082600bf,18.24551289,-100.4099208,2,10:00:00,8:41:50,false,b7e1166967f3ad4aa76d6090cf099f80,b7e1166967f3ad4aa76d6090cf099f80,afab9a94cf9d3d20ba7192204d5e48b3,53.29401
e1d9a4f57ffe610c5fb453a0ab350ea0,18.2455062,-100.4101584,2,10:00:00,8:44:07,false,056c7cc586dece322e35970ee60234da,056c7cc586dece322e35970ee60234da,7a44728dc60bafc53140a9f5ef7e4e75,42.81824
ba8444278cc2535fdc9febc9cf5b8cd1,18.24642634,-100.3117696,2,11:00:00,9:38:09,false,487c3b66ea24bc125178709f50f477fd,487c3b66ea24bc125178709f50f477fd,0dc6fb5924a8b917bc641666ed02663c,84.696572
8317ebaeb086c4b90010dba33450a541,18.27216376,-100.3908312,2,14:00:00,11:51:10,false,a755981b35c0c80b84606c9dda17054a,a755981b35c0c80b84606c9dda17054a,3dd9ae393aa5327edfb27388758436bd,169.545565
115856e5d95a3507a6c42bfeeeedc4a6,18.27213466,-100.3907626,2,12:00:00,11:09:42,false,fcdf89d67adaeec14947fed659d1e2c8,fcdf89d67adaeec14947fed659d1e2c8,afab9a94cf9d3d20ba7192204d5e48b3,142.146018
b74802e2d686a03100a3bce2457de836,18.2748817,-100.361507,2,11:00:00,9:53:49,false,37456bbe8d51e126375e316c46b0c903,37456bbe8d51e126375e316c46b0c903,f82a21e295c90ae7bf09e1870b66edb8,101.380967
32afa2ee121f9f530c3251a26badf011,18.22992414,-100.3904025,2,10:00:00,9:21:38,false,b24224b7caf0f25346563118dfecbe18,b24224b7caf0f25346563118dfecbe18,6045691f87544c937a09d350d42eb3ba,106.135508
094965edc50b84dca1d1956709a2b017,18.2455392,-100.4101065,2,9:00:00,8:19:37,false,f6186d00ce79347f47770bff13e38681,f6186d00ce79347f47770bff13e38681,2aa560c85aeb4213b9af8bdd05805b91,78.990491
d0f52f1d75e25d47abee9318ad25d797,18.22379141,-100.415062,2,11:00:00,10:22:32,false,a08a93b46c3971ea1acc5001345faae2,a08a93b46c3971ea1acc5001345faae2,3dd9ae393aa5327edfb27388758436bd,70.694201
85c4276a4ad9b3b6c59ec545a3e14d35,18.22405619,-100.4150552,2,11:00:00,10:00:10,false,a68a0a47f5ef188e1794ef4e2205e8ee,a68a0a47f5ef188e1794ef4e2205e8ee,9ee54069c654bd92bdde05d7069f2bff,62.670658
e2d3e65c4a4f85dd53ac2a9f5438c481,18.22851616,-100.3187092,2,11:00:00,10:23:09,false,4380362c0eb5d6a43ea7875165c77396,4380362c0eb5d6a43ea7875165c77396,00868095685ee799fb5c158e8d081fe1,77.092744
779d38a1e11e84b90d79d8a16f5f38a8,18.25117179,-100.3169933,2,13:00:00,11:53:08,false,b27b76905526d7bd02d3a3bea7551e11,b27b76905526d7bd02d3a3bea7551e11,0dc6fb5924a8b917bc641666ed02663c,80.875581
92957c35aa5c75504b1bc2833adac4c2,18.25137264,-100.3168717,2,13:00:00,11:41:19,false,d3a4d24b7d93efe7da8188bd560a577a,d3a4d24b7d93efe7da8188bd560a577a,8d891dfc0e29d744c15c18adced74a68,46.667596
d4c3721b582a43b13c4d6c8e0667c88a,18.22259394,-100.3298313,2,10:00:00,9:07:34,false,c29e4863d6d0200331970ca140fa3a15,c29e4863d6d0200331970ca140fa3a15,0dc6fb5924a8b917bc641666ed02663c,126.207238
2baeab02dbe6d9c67f110e691cc96083,18.22456544,-100.3948409,2,11:00:00,10:52:02,false,6cdfc1b59d755c102dd55202308524ab,6cdfc1b59d755c102dd55202308524ab,2d69acabaafd2516eeffd3c69b3c1328,227.659465
969d62df0a7080eec5dbcfe07960964d,18.25319733,-100.3834368,2,11:00:00,10:19:48,false,16c3d3ac89ba2cc58f9e090faf8dcdc4,16c3d3ac89ba2cc58f9e090faf8dcdc4,afab9a94cf9d3d20ba7192204d5e48b3,138.293312
5ba90f8eeaa50112fb7791cb3e8e4418,18.25493385,-100.2897425,2,10:00:00,8:50:11,false,3f7a84bfef84d605152890fb7e16d7e7,3f7a84bfef84d605152890fb7e16d7e7,0dc6fb5924a8b917bc641666ed02663c,108.721885
95bf11c954103840fb9a1c25b16c417a,18.24915926,-100.3920248,2,12:00:00,11:13:10,false,0abe2d7e1e106d59c7e86dabc9148a8d,0abe2d7e1e106d59c7e86dabc9148a8d,afab9a94cf9d3d20ba7192204d5e48b3,152.658329
71f3e429f8c6c273b8f989b596c64357,18.26873806,-100.3196644,2,16:00:00,15:25:57,false,45b289debc619c2b9a51ad3f8f35e739,45b289debc619c2b9a51ad3f8f35e739,69803373c7d9ae282a73c00e69f119b4,91.698152
96c42aada6a93e4e01a8df9ffd214d42,18.26898264,-100.3193726,2,16:00:00,15:07:27,false,479cc97de77da4d627326a46ce9158f0,479cc97de77da4d627326a46ce9158f0,8d891dfc0e29d744c15c18adced74a68,67.914597
21322e3a9915d7031c4365a75c54e77f,18.26894063,-100.3193584,2,16:00:00,14:35:25,false,84afd2b22cf087f96473af8588af96a8,84afd2b22cf087f96473af8588af96a8,0dc6fb5924a8b917bc641666ed02663c,64.757229
6da10bb2a09637c17d693f424cf786a9,18.24797833,-100.4153241,2,10:00:00,9:13:38,false,8b59adedc5c1ea8defcc5e970fae8322,8b59adedc5c1ea8defcc5e970fae8322,5a6dd51ef5ed276079b6a102d4ceb8f6,78.286028
47fa1ecc17a79ee220f48f0aef32435f,18.2478103,-100.4155318,2,11:00:00,9:48:18,false,38c0612e098e8b219ccff214f1bbf9f6,38c0612e098e8b219ccff214f1bbf9f6,49b7d60d6095a9f1129ce798102b62f4,39.339197
7174beced99bba4ca2caf472e4a079b3,18.27469595,-100.3163923,2,11:00:00,10:20:33,false,d3a4d24b7d93efe7da8188bd560a577a,d3a4d24b7d93efe7da8188bd560a577a,f45fd1f4de72b451f9d99e2a033de337,125.196888
254115f5a1ee2f49129c9ef859377b02,18.27459598,-100.316354,2,11:00:00,10:52:41,false,ac7e381fe9009a65716ffc9c3dec94e8,ac7e381fe9009a65716ffc9c3dec94e8,8d891dfc0e29d744c15c18adced74a68,109.999518
b145ee8b457318dc87e334379e9e61f7,18.22428086,-100.4123779,2,11:00:00,10:51:25,false,8b59adedc5c1ea8defcc5e970fae8322,8b59adedc5c1ea8defcc5e970fae8322,3dd9ae393aa5327edfb27388758436bd,96.62399
8eaab520df765fcfab4f91d3c26ea2b1,18.22795781,-100.4093013,2,13:00:00,12:05:04,false,b19b23ce88b14d37750000ddd8dc979a,b19b23ce88b14d37750000ddd8dc979a,3dd9ae393aa5327edfb27388758436bd,85.479215
8400c9175195e99ee24d2b941f8fa0fe,18.22804051,-100.4094226,2,13:00:00,12:15:39,false,76b8a99f9b80ea15edcbbaf121c6f6fb,76b8a99f9b80ea15edcbbaf121c6f6fb,9ee54069c654bd92bdde05d7069f2bff,102.035157
e311965d93a20e58f9cc36cb274aad6f,18.20306349,-100.3224159,2,22:00:00,20:59:52,false,59b3b868effe39e7bcd4a8111dc15579,59b3b868effe39e7bcd4a8111dc15579,ea19343a1b5262c624347d89cc17aa9e,84.596435
0c9db5bce317a2b5a47e053517451cc7,18.29596055,-100.3523998,2,13:00:00,11:32:23,false,a54ff0bf78523a8cc01883394ed4d5d7,a54ff0bf78523a8cc01883394ed4d5d7,86e6e48d0cb57f794b0c48162409fa74,84.785838
0c43b7662095fd3152449b37d16c8ef2,18.24706378,-100.3936652,2,12:00:00,11:30:45,false,a5aa6a986edd3104eb96cd838663a1c5,a5aa6a986edd3104eb96cd838663a1c5,5a6dd51ef5ed276079b6a102d4ceb8f6,134.785689
49d95b850e61b8d2779c871f229141f0,18.28688208,-100.3313859,2,12:00:00,11:29:04,false,b3fd9daa731ea137171fdba7a1f3ff30,b3fd9daa731ea137171fdba7a1f3ff30,86e6e48d0cb57f794b0c48162409fa74,138.170118
9827d0d9df84d461743dd75748fb2e75,18.28474943,-100.3648096,2,11:00:00,10:20:20,false,396d9358368b68f3ca8d5460c7b3e8d8,396d9358368b68f3ca8d5460c7b3e8d8,258f4c26a82a5239920a082ffe23cfc4,74.098045
7822a0b0dcb7a1fa62e774f0a549f655,18.25501518,-100.2904098,2,18:00:00,16:42:23,false,e15c7a67d0ea9a54dffb410bc1d8528b,e15c7a67d0ea9a54dffb410bc1d8528b,f45fd1f4de72b451f9d99e2a033de337,66.000895
3b70eb4717dc7a94b51e8e4d37415fae,18.27563651,-100.3016348,2,10:00:00,9:07:15,false,c5720f689a6483141780f184dcf3fe65,c5720f689a6483141780f184dcf3fe65,afd0a7b8d546fcc697bb93a5934b65c3,99.77999
d3e688196e5936a48ab12b5b9aee1921,18.22644844,-100.4234258,2,12:00:00,11:03:40,false,20d15e101b364615c78cbe8663be656a,20d15e101b364615c78cbe8663be656a,2aa560c85aeb4213b9af8bdd05805b91,92.039877
b59e4299d17841d3f805866677d952e9,18.37935318,-100.388759,2,11:00:00,10:26:19,false,ea3f0787729e7ec72b39851d284e7085,ea3f0787729e7ec72b39851d284e7085,8d891dfc0e29d744c15c18adced74a68,70.811336
b075084b2da71c8c73f725f1f0ce8ca6,18.3794074,-100.3889391,2,9:00:00,9:22:21,false,3f284b6202708d178b959164e95d5cbd,3f284b6202708d178b959164e95d5cbd,9d65282d498c0338377867996e761399,136.332667
8e21cc378abfd4cfd14e4e0ad4a41e0b,18.26617264,-100.3110498,2,11:00:00,9:36:04,false,c504cb78f21546f7c68ae648092319a5,c504cb78f21546f7c68ae648092319a5,f45fd1f4de72b451f9d99e2a033de337,86.786826
2b359cfc8d894e31db164ca71c4904ac,18.24587524,-100.3063057,2,12:00:00,10:34:35,false,487c3b66ea24bc125178709f50f477fd,487c3b66ea24bc125178709f50f477fd,0dc6fb5924a8b917bc641666ed02663c,39.056521
e405d5d624849101e73c1d2535674b08,18.29465006,-100.3331015,2,13:00:00,11:42:10,false,61f4bc87e6e34117f47db6e258c5da3f,61f4bc87e6e34117f47db6e258c5da3f,821dc9d74061fe7654b9ec20e574022d,82.695854
5fe8f5aea5863d4309c2f96616378105,18.25954874,-100.3685556,2,10:00:00,9:38:29,false,fa4c67e276ddf282693671f6dd5331bb,fa4c67e276ddf282693671f6dd5331bb,afab9a94cf9d3d20ba7192204d5e48b3,126.2643
578f7f7bbab9f883b413cedddb38b83a,18.2464488,-100.3819777,2,12:00:00,10:51:36,false,0f6b9b2fb81fec4364153a12c5c781dd,0f6b9b2fb81fec4364153a12c5c781dd,3dd9ae393aa5327edfb27388758436bd,77.210395
d3113336474f2c4297010c04859d5d2d,18.33276553,-100.3047713,2,12:00:00,11:26:41,false,04ed12b8648d0935cbf8b911e95ffbfc,04ed12b8648d0935cbf8b911e95ffbfc,4a07fa0a140101e2270d5b95e7583401,66.058154
7524b2655f1989742bddce69dd616dea,18.29845001,-100.3251738,2,11:00:00,10:30:52,false,3a394ccee87e056e7fa36692ff2c26ce,3a394ccee87e056e7fa36692ff2c26ce,86e6e48d0cb57f794b0c48162409fa74,96.479045
1b7614975ffa4d914589693e54965456,18.29830216,-100.3251508,2,11:00:00,10:46:32,false,3932fb19ca90aa0cca6946011732f170,3932fb19ca90aa0cca6946011732f170,821dc9d74061fe7654b9ec20e574022d,97.013521
77eefd99e0513d514b0d5168795257ad,18.22652899,-100.4220807,2,11:00:00,9:44:58,false,19ee1b7e78fd59d3243a7a469b55ecf7,19ee1b7e78fd59d3243a7a469b55ecf7,2aa560c85aeb4213b9af8bdd05805b91,61.476766
ed6dcf2dd5623aed7ae97161ead81adb,18.26122586,-100.3777382,2,12:00:00,11:05:05,false,23567689266462372addb45bbdc830f6,23567689266462372addb45bbdc830f6,1f660027cb64313d072c844d9fdc31e4,53.613172
ef1b23a20f953d10cc9225d3b6c0ffd7,18.3008621,-100.3427367,2,11:00:00,10:21:45,false,c7fbbbb84c7edb8d10c0238d790d3416,c7fbbbb84c7edb8d10c0238d790d3416,4f01884af565f4d2df35419e09cf58d0,62.223171
4e58080e6a943965754a94f38c461ec1,18.18726422,-100.3434193,2,10:00:00,8:40:29,false,17ac3a5da70f170872d6e87b0c1075e5,17ac3a5da70f170872d6e87b0c1075e5,ea19343a1b5262c624347d89cc17aa9e,99.769101
643c5c8716dfd9edf4d00abd3f2f2e50,18.2837164,-100.3611166,2,11:00:00,10:26:08,false,eac293e03693dacb750a63a4a47f266b,eac293e03693dacb750a63a4a47f266b,f82a21e295c90ae7bf09e1870b66edb8,142.533196
9b85678d46b17fff5ff35e37ae8ca259,18.15571443,-100.2712521,2,12:00:00,11:07:29,false,c9e8aa7a43e69eba9afa6479665c1193,c9e8aa7a43e69eba9afa6479665c1193,d237f0de94b6d1fb1404ea54b8d60795,54.075572
fd412ad6ab4076ec958830af42762881,18.29372818,-100.333139,2,12:00:00,11:22:00,false,682d7c7528d3d2b1b7852522197bbd8b,682d7c7528d3d2b1b7852522197bbd8b,86e6e48d0cb57f794b0c48162409fa74,146.109882
541b78435e980ac5d61fb3d9ee8d375f,18.2476046,-100.4151377,2,11:00:00,9:52:27,false,e0322b49c16e71de1fe1837d98f23468,e0322b49c16e71de1fe1837d98f23468,afab9a94cf9d3d20ba7192204d5e48b3,74.096483
0f5945c184c87155a96a8b888eb9bb0c,18.24419645,-100.2981936,2,14:00:00,13:04:52,false,77c08b6c7c4b89b84e3a84ee6bb4ecde,77c08b6c7c4b89b84e3a84ee6bb4ecde,3ddd4c29cab4178d89d549c6ba65c236,56.535204
de91718b9ccd96315dace8f98987dfb4,18.29193583,-100.4338173,2,11:00:00,10:18:33,false,056c7cc586dece322e35970ee60234da,056c7cc586dece322e35970ee60234da,49b7d60d6095a9f1129ce798102b62f4,77.11669
bd6e0fea153f02d3616380d7e9f23788,18.29227692,-100.4335235,2,11:00:00,9:58:35,false,5843ad69be3bed76ca8a2c931e455d9f,5843ad69be3bed76ca8a2c931e455d9f,9ef0cb7f21f56bf24ca5ef4194f69c64,95.048842
5dd5fe67ff6276d0bbc425bb262ae5c8,18.2923136,-100.4334521,2,11:00:00,10:16:26,false,b19b23ce88b14d37750000ddd8dc979a,b19b23ce88b14d37750000ddd8dc979a,6447951cd071f6f045fd4e6194920926,109.886393
035a94a223b3f8e435e88e9dacc5e74b,18.29172787,-100.3526955,2,19:00:00,18:20:24,false,77f61a3fd9c36eda6014bd99373938cf,77f61a3fd9c36eda6014bd99373938cf,86e6e48d0cb57f794b0c48162409fa74,107.688155
cafa04fa7491edcc5280c7c23237c3f1,18.29169649,-100.3528515,2,19:00:00,17:42:13,false,763e3a6a418788475a7dd673e837e2aa,763e3a6a418788475a7dd673e837e2aa,3ad5bfb1ba9eb8e0b76bdbaf0d8e6a3a,39.351727
d42da1b11efc23c5ede59eb07b0474f5,18.22762506,-100.4403147,2,11:00:00,10:08:46,false,a268968fa80b17a1b66691174cebb9fa,a268968fa80b17a1b66691174cebb9fa,afab9a94cf9d3d20ba7192204d5e48b3,105.352962
6eb5c080843c2a916a79cba26aa53548,18.22737181,-100.4401839,2,11:00:00,10:14:29,false,755c1ee6d23173214f870b472bd433c1,755c1ee6d23173214f870b472bd433c1,7a44728dc60bafc53140a9f5ef7e4e75,100.920318
0eaec31e917dc7b70e667a298251eb17,18.20589135,-100.4064893,2,10:00:00,8:43:23,false,1e16979ba8cc7b7aa0eca1160bee7ead,1e16979ba8cc7b7aa0eca1160bee7ead,2d69acabaafd2516eeffd3c69b3c1328,102.561538
339658687b061d70055e5cc98805ae40,18.26789982,-100.3216722,2,22:00:00,21:01:26,false,54e62745cdd0b63ececabfdb5fd881d1,54e62745cdd0b63ececabfdb5fd881d1,e9763f24fd46d0b9e52d423207a87c3c,42.154867
afa064544df9f9c31bc4bad8d51d0296,18.28646836,-100.3320946,2,10:00:00,9:17:39,false,c7fbbbb84c7edb8d10c0238d790d3416,c7fbbbb84c7edb8d10c0238d790d3416,a3bed30221372366bcd9b9779f395d0b,66.918801
5a2e2c25fbdcaef61b69e2dda394f1b9,18.23164505,-100.4349877,2,14:00:00,12:42:13,false,427dea3da2a13da4e9870a2e141b5d75,427dea3da2a13da4e9870a2e141b5d75,9a5936caaadf0204c75858717f7599dc,124.814472
4aed4697914eba2585333497c5c491ff,18.18322291,-100.4665373,2,10:00:00,9:22:38,false,20d15e101b364615c78cbe8663be656a,20d15e101b364615c78cbe8663be656a,afab9a94cf9d3d20ba7192204d5e48b3,141.706889
62b1c78b570719b5b77b76977bb1152b,18.2010878,-100.340829,2,12:00:00,10:56:19,false,b0fd2a7ebf96702bda854569010f14aa,b0fd2a7ebf96702bda854569010f14aa,a5dc7c0c6d03a417245655307351f6e3,50.873401
b48d31f22cf36c9f2dea26135c7067fd,18.300145,-100.3433944,2,10:00:00,9:40:20,false,9c8d7fe21f290fe47a3f1f580779ffc7,9c8d7fe21f290fe47a3f1f580779ffc7,9d65282d498c0338377867996e761399,101.923891
3a14e24f952e7b52462e1a447527e3f5,18.27199673,-100.3270596,2,15:00:00,13:51:41,false,332561af7a19822f06358b5dd9e8514b,332561af7a19822f06358b5dd9e8514b,e9763f24fd46d0b9e52d423207a87c3c,73.323687
b90cc7f6c8b74d7a70e78c01db2932b6,18.28909417,-100.3417924,2,10:00:00,9:23:25,false,1a537d4990969400123e112405a32829,1a537d4990969400123e112405a32829,86e6e48d0cb57f794b0c48162409fa74,142.018453
115f3dd945f030d49cb495fa647f87f4,18.18315674,-100.4667214,2,10:00:00,9:51:19,false,b81156689d1f8dc28b3b55703c39331f,b81156689d1f8dc28b3b55703c39331f,9a5936caaadf0204c75858717f7599dc,120.843785
3eb3907b80a8d731cad4dea2134bae37,18.25157468,-100.4009509,2,10:00:00,9:14:28,false,a5aa6a986edd3104eb96cd838663a1c5,a5aa6a986edd3104eb96cd838663a1c5,afab9a94cf9d3d20ba7192204d5e48b3,97.798878
c138cfd668cdc2d13c0a851f0fff21ea,18.2393973,-100.2948865,2,20:00:00,19:29:02,false,60e9a167e78357c745a8b657c507695e,60e9a167e78357c745a8b657c507695e,afd0a7b8d546fcc697bb93a5934b65c3,70.305159
bd09efc097243e18cd0d6c62c54b9207,18.28602873,-100.3629336,2,10:00:00,9:20:54,false,f0a9cf4219e29abd0afba33e3f081224,f3010c097d4ce083079bedef7296e3ec,86e6e48d0cb57f794b0c48162409fa74,99.40327
aede4e5a5a471ecdf411e6ae5db9e6d4,18.28588858,-100.3629227,2,11:00:00,10:17:14,false,c242bb4d542f5134d4f2a36bc3a9beee,b9fc36f8fdc38ae63113c739618a1fd4,4f01884af565f4d2df35419e09cf58d0,59.316944
6f8f0120ef8b10399da2bc4f12b8880a,18.29075935,-100.3123079,2,9:00:00,8:23:23,false,f7553c337558afdb66e5d2f36a5dc5fb,f7553c337558afdb66e5d2f36a5dc5fb,821dc9d74061fe7654b9ec20e574022d,47.875778
ee1718c6c02bfc3a2760ecc0b81609c3,18.28309987,-100.362356,2,11:00:00,10:13:26,false,163278a2f745b3416526066a5fe12f3b,163278a2f745b3416526066a5fe12f3b,90d3e898952320088d3de585f75a4873,117.08324
005dc06b3e459d9ff5829eb00f22a03e,18.2834163,-100.3621241,2,12:00:00,11:03:10,false,d0ac6f518df508125974384434ffcf6d,d0ac6f518df508125974384434ffcf6d,02020427c72aa211602ead141160a9eb,53.415885
ea96ea8b419fd737661851a38415d9aa,18.24496927,-100.3966903,2,11:00:00,10:18:10,false,f16f5345d050feb02c69d7f66b7ddf58,f16f5345d050feb02c69d7f66b7ddf58,3dd9ae393aa5327edfb27388758436bd,72.127214
70f1da9ce64772ecca7aa378e4db8b74,18.28336679,-100.3622423,2,10:00:00,9:08:59,false,b3fd9daa731ea137171fdba7a1f3ff30,b3fd9daa731ea137171fdba7a1f3ff30,86e6e48d0cb57f794b0c48162409fa74,105.615552
90d5d5ad66553b63737a18c86140575b,18.28805775,-100.3062876,2,10:00:00,9:12:12,false,20fc8dd1e0fd6c375ff482c854c706c9,20fc8dd1e0fd6c375ff482c854c706c9,0302e4778cdaf296d9b69564e6296b6b,61.940342
627a4ea9c4d95125af72f5393dd2f1a0,18.2449885,-100.3964458,2,11:00:00,9:53:17,false,9bac4a32aea47fb56d006e878769a315,9bac4a32aea47fb56d006e878769a315,9ee54069c654bd92bdde05d7069f2bff,59.754001
7c72f6d046d26582c36994a7efc2b9c1,18.24393841,-100.3968175,2,11:00:00,10:59:36,false,6a690888191b4b2e95795ee26f4d5037,6a690888191b4b2e95795ee26f4d5037,3dd9ae393aa5327edfb27388758436bd,111.921655
3a86637d6007b90fa81c23d35defa59a,18.24402418,-100.3969434,2,11:00:00,9:54:51,false,76b8a99f9b80ea15edcbbaf121c6f6fb,76b8a99f9b80ea15edcbbaf121c6f6fb,9ee54069c654bd92bdde05d7069f2bff,112.843722
61f210c585c956b95daf46958f89a073,18.24399292,-100.3970621,2,11:00:00,10:21:11,false,17b61fa5475eb9a6774dce92010b1f14,17b61fa5475eb9a6774dce92010b1f14,9ee54069c654bd92bdde05d7069f2bff,127.548442
